Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
LLY,Healthcare,1029.09,0.72,72.93,82.57,Overbought,3.4,935.7755,Bullish,★★★★☆ ↓,13.65,0.0,9.97,Possible,Likely soon,Not imminent,2.4,Increasing,1.0,13.65,48.361,41.3189,7.0421,96.27,96.1,783.2572,1079.286,913.35,747.414,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,1028.15,High,,1.0,3,New
XOM,Energy,117.67,-0.01,66.12,59.56,Neutral,1.77,115.6637,Bullish,★★★★☆ →,3.99,0.0,1.73,No,Not expected,Not imminent,2.2,Increasing,0.2,3.99,1.2736,1.0838,0.1898,81.17,80.63,108.0042,119.6453,115.4156,111.1859,Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,117.51,Low,,6.0,3,New
PFE,Healthcare,25.36,1.14,64.51,59.03,Neutral,2.69,24.7958,Bullish,★★★★☆ →,6.22,0.0,2.3,No,Not expected,Not imminent,1.8,Increasing,0.02,6.22,0.2779,0.1864,0.0916,52.27,60.96,23.952,25.8417,24.573,23.3043,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,25.45,Low,,5.0,3,New
SLV,Unknown,45.95,1.06,55.24,55.57,Neutral,2.58,45.1266,Bullish,★★★☆☆ →,7.51,0.0,1.82,No,Not expected,Not imminent,1.9,Decreasing,0.03,7.51,0.5588,0.464,0.0948,53.68,64.68,34.8917,47.8135,44.5855,41.3575,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,46.17,Low,,4.0,3,New
GOOGL,Communication Services,281.25,-1.32,50.39,58.09,Neutral,3.39,275.9112,Bullish,★★★☆☆ →,1.34,0.0,1.93,No,Not expected,Not imminent,2.3,Increasing,0.12,1.34,4.2544,6.1865,-1.9321,50.08,53.62,193.3902,299.4141,276.8595,254.3049,Above VWAP; Above BB Middle,281.02,Low,,12.0,3,New
GDX,Unknown,75.3,0.47,50.3,52.43,Neutral,3.51,74.5814,Neutral,★★★☆☆ →,10.28,0.0,0.96,No,Not expected,Not imminent,1.9,Decreasing,0.03,10.28,0.6392,0.2533,0.386,61.77,69.17,54.0381,78.8975,73.273,67.6485,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,75.99,Low,,2.0,3,New
DE,Industrials,474.66,-0.28,49.14,54.03,Neutral,2.16,471.2634,Neutral,★★★☆☆ →,1.36,0.0,0.72,No,Not expected,Not imminent,1.8,Increasing,0.01,1.36,2.7088,2.8551,-0.1463,69.42,70.26,470.8674,482.9222,471.593,460.2639,Above VWAP; Above BB Middle,474.95,Low,,11.0,3,New
ADBE,Technology,324.21,-0.26,43.89,36.58,Neutral,2.14,335.3959,Bearish,★★★☆☆ →,-3.32,0.0,-3.34,No,Not expected,Not imminent,2.2,Decreasing,0.0,-3.32,-4.2618,-3.5913,-0.6705,10.53,18.23,392.5836,361.1611,338.6305,316.0999,Balanced metrics,323.06,Low,,20.0,3,New
COST,Consumer Defensive,910.21,-0.26,39.43,41.96,Neutral,1.56,922.3879,Bearish,★★★☆☆ →,-3.25,0.0,-1.32,No,Not expected,Not imminent,2.1,Increasing,0.0,-3.25,-3.8368,-2.8946,-0.9422,19.2,28.65,961.1957,944.5588,923.6075,902.6561,Balanced metrics,910.15,Low,,19.0,3,New
CRM,Technology,232.44,-1.94,36.38,37.59,Neutral,3.22,245.1036,Bearish,★★☆☆☆ →,-8.65,0.0,-5.17,No,Not expected,Not imminent,1.9,Decreasing,0.0,-8.65,-3.7562,-1.799,-1.9571,14.79,22.96,276.0284,265.8796,248.9085,231.9374,Balanced metrics,234.35,Low,,33.0,3,New
SPY,Unknown,659.31,-0.96,34.97,38.76,Neutral,1.29,673.0953,Bearish,★★☆☆☆ →,-2.36,0.0,-2.05,No,Not expected,Not imminent,2.2,Increasing,0.05,-2.36,-2.364,0.5973,-2.9613,20.63,34.07,604.9521,692.0734,676.63,661.1866,Above VWAP,662.34,Low,,17.0,,New
CVX,Energy,151.87,-1.91,32.92,43.82,Neutral,2.04,154.5873,Bearish,★★☆☆☆ →,-0.99,0.0,-1.76,No,Not expected,Not imminent,2.3,Increasing,0.0,-0.99,-0.0707,0.1273,-0.198,39.37,47.65,148.4592,158.0074,154.8295,151.6516,Above VWAP,151.28,Low,,16.0,,New
GLD,Unknown,374.05,0.64,32.83,52.35,Neutral,1.68,373.2988,Neutral,★★☆☆☆ →,3.24,0.0,0.2,No,Not expected,Not imminent,2.2,Decreasing,0.03,3.24,1.352,1.4974,-0.1454,47.35,61.12,314.4914,386.145,372.3493,358.5536,Above VWAP; Above BB Middle,374.6,Low,,7.0,,New
QQQ,Unknown,595.32,-1.38,32.64,39.04,Neutral,1.87,612.8259,Bearish,★★☆☆☆ →,-3.86,0.0,-2.86,No,Not expected,Not imminent,2.3,Increasing,0.05,-3.86,-3.7112,0.2855,-3.9967,17.32,26.24,537.1845,640.264,618.1605,596.057,Above VWAP,597.98,Low,,23.0,,New
WMT,Consumer Defensive,102.56,-0.38,32.54,47.02,Neutral,1.55,103.0202,Neutral,★★☆☆☆ →,0.28,0.0,-0.45,No,Not expected,Not imminent,2.4,Decreasing,0.03,0.28,-0.2415,-0.3425,0.1011,73.97,62.94,95.446,106.5941,103.1555,99.7169,Bullish MACD; Bullish Stochastic; Above VWAP,102.7,Low,,13.0,,New
IWM,Unknown,232.25,-0.22,32.11,35.23,Neutral,1.84,241.1227,Bearish,★★☆☆☆ →,-3.71,0.0,-3.68,No,Not expected,Not imminent,2.0,Increasing,0.03,-3.71,-2.9323,-1.4444,-1.4879,12.08,16.26,219.869,253.136,243.042,232.948,Above VWAP,232.02,Low,,22.0,,New
AAPL,Technology,267.85,0.14,31.71,55.22,Neutral,2.08,267.3489,Neutral,★★☆☆☆ →,-0.72,0.0,0.19,No,Not expected,Not imminent,2.5,Increasing,0.12,-0.72,1.7646,2.9988,-1.2342,31.61,49.07,225.3196,277.2105,268.6524,260.0942,Above VWAP,268.85,Low,,14.0,,New
MSFT,Technology,493.36,-2.79,31.49,37.16,Neutral,2.28,510.3453,Bearish,★★☆☆☆ →,-4.08,0.0,-3.33,No,Not expected,Not imminent,2.1,Increasing,0.05,-4.08,-4.4271,-3.1914,-1.2358,18.96,22.5,453.6308,541.9728,514.7998,487.6267,Above VWAP,493.32,Low,,24.0,,New
NFLX,Communication Services,111.64,1.22,31.02,45.14,Neutral,2.71,112.8545,Bearish,★★☆☆☆ →,2.15,0.0,-1.08,No,Not expected,Not imminent,2.4,Decreasing,0.01,2.15,-0.5231,-0.8929,0.3698,39.51,55.24,106.774,114.9509,111.1094,107.2679,Bullish MACD; Above VWAP; Above BB Middle,111.73,Low,,9.0,,New
ENPH,Technology,27.42,-0.38,29.77,33.9,Neutral,6.63,31.2244,Bearish,★★☆☆☆ →,-5.46,0.0,-12.17,No,Not expected,Not imminent,1.7,Increasing,0.0,-5.46,-1.5992,-1.3677,-0.2315,4.21,6.08,44.4265,37.7826,31.6143,25.4459,Balanced metrics,27.82,High,,27.0,,New
CAT,Industrials,542.24,-1.78,29.42,50.08,Neutral,3.3,549.7525,Bearish,★★☆☆☆ →,-0.98,0.0,-1.37,No,Not expected,Not imminent,2.3,Increasing,0.05,-0.98,2.9739,9.2353,-6.2614,23.65,36.98,394.6326,599.2453,554.4225,509.5997,Above VWAP,542.77,Low,,15.0,,-
UBER,Technology,90.53,-1.72,29.34,39.62,Neutral,3.37,93.4847,Bearish,★★☆☆☆ →,-4.37,0.0,-3.16,No,Not expected,Not imminent,1.9,Increasing,0.02,-4.37,-0.9746,-0.6325,-0.3421,16.78,19.77,80.3506,98.4957,94.0025,89.5093,Above VWAP,90.39,Low,,25.0,,-
CRWD,Technology,518.74,-2.08,28.65,47.36,Neutral,3.48,530.202,Bearish,★★☆☆☆ →,-2.84,0.0,-2.16,No,Not expected,Not imminent,2.0,Increasing,0.11,-2.84,1.6147,6.9782,-5.3635,33.95,38.32,418.8431,563.3055,536.076,508.8465,Above VWAP,522.33,Low,,18.0,,-
MSTR,Technology,206.24,5.53,28.15,30.38,Neutral,7.75,243.8726,Bearish,★★☆☆☆ →,-16.5,0.0,-15.43,No,Not expected,Not imminent,1.8,Increasing,0.0,-16.5,-21.1345,-18.5663,-2.5682,10.13,6.22,348.3995,312.0731,249.2548,186.4364,Balanced metrics,209.86,High,,42.0,,-
NKE,Consumer Cyclical,62.53,-0.59,27.87,40.35,Neutral,2.86,64.4632,Bearish,★★☆☆☆ →,2.12,0.0,-3.0,No,Not expected,Not imminent,1.5,Increasing,0.0,2.12,-0.77,-1.0872,0.3172,40.66,44.97,67.9865,70.3399,64.574,58.8081,Bullish MACD,62.07,Low,,10.0,,-
PANW,Technology,201.73,-0.58,27.78,37.69,Neutral,2.78,210.5094,Bearish,★★☆☆☆ →,-5.96,0.0,-4.17,No,Not expected,Not imminent,2.1,Increasing,0.05,-5.96,-2.8766,-0.7988,-2.0779,20.47,18.62,189.1213,225.6095,213.599,201.5885,Above VWAP,201.96,Low,,28.0,,-
QCOM,Technology,162.38,-2.62,27.61,40.05,Neutral,3.77,171.9032,Bearish,★★☆☆☆ →,-6.05,0.0,-5.54,No,Not expected,Not imminent,2.1,Decreasing,0.04,-6.05,-1.4587,0.5119,-1.9706,14.76,19.25,157.4505,186.3787,174.549,162.7193,Above VWAP,163.9,Low,,29.0,,-
COIN,Financial Services,264.86,0.35,27.4,33.3,Neutral,7.77,307.9773,Bearish,★★☆☆☆ →,-13.81,0.0,-14.0,No,Not expected,Not imminent,1.8,Increasing,0.01,-13.81,-17.3912,-12.0536,-5.3376,9.28,10.54,292.1641,373.282,315.9198,258.5575,Balanced metrics,263.58,High,,40.0,,-
AVGO,Technology,339.53,-0.91,27.03,43.8,Neutral,4.15,350.6207,Bearish,★★☆☆☆ →,-3.52,0.0,-3.16,No,Not expected,Not imminent,2.1,Increasing,0.05,-3.52,-3.7819,-0.6866,-3.0953,21.76,21.59,244.4985,381.8316,355.7252,329.6188,Above VWAP,340.9,Low,,21.0,,-
MRNA,Healthcare,24.36,-1.6,26.0,43.87,Neutral,6.77,25.4165,Bearish,★★☆☆☆ →,2.59,0.0,-4.14,No,Not expected,Not imminent,1.8,Increasing,0.0,2.59,-0.3395,-0.3122,-0.0274,25.84,31.5,30.4842,28.0225,25.4837,22.945,Balanced metrics,24.62,High,,8.0,,-
FSLR,Technology,250.54,-1.19,25.93,50.65,Neutral,5.69,253.5243,Bearish,★★☆☆☆ →,-4.63,0.0,-1.18,No,Not expected,Not imminent,1.6,Increasing,0.07,-4.63,2.2318,6.0013,-3.7695,40.21,46.15,172.9696,285.542,254.3383,223.1345,Above VWAP,252.54,High,,26.0,,-
INTC,Technology,34.01,-2.02,25.46,38.34,Neutral,4.74,36.9385,Bearish,★★☆☆☆ →,-8.16,0.0,-7.93,No,Not expected,Not imminent,1.9,Decreasing,0.05,-8.16,-0.852,-0.1277,-0.7244,7.73,9.65,25.1423,42.0624,38.0285,33.9946,Above VWAP,33.62,Low,,31.0,,-
HD,Consumer Cyclical,345.4,-3.53,21.63,21.06,Oversold,2.32,372.2986,Bearish,★★☆☆☆ ↑,-9.84,0.0,-7.23,No,Not expected,Not imminent,1.8,Increasing,0.0,-9.84,-7.7202,-5.2626,-2.4576,9.09,12.73,380.1533,396.4103,374.6995,352.9887,Balanced metrics,344.82,Low,,36.0,,-
AMZN,Consumer Cyclical,225.18,-3.3,21.58,42.22,Neutral,3.91,235.5413,Bearish,★★☆☆☆ →,-9.68,0.0,-4.4,No,Not expected,Not imminent,1.9,Increasing,0.06,-9.68,-0.04,3.3784,-3.4184,22.9,34.12,214.854,259.1061,236.492,213.8779,Above VWAP,226.28,Low,,35.0,,-
SMCI,Technology,34.27,0.51,21.49,27.66,Oversold,7.81,42.3174,Bearish,★★☆☆☆ ↑,-27.69,0.0,-19.01,No,Not expected,Not imminent,1.9,Decreasing,0.01,-27.69,-4.0222,-3.2344,-0.7878,6.45,5.96,41.6719,58.092,44.2372,30.3824,Balanced metrics,34.0,High,,43.0,,-
ZS,Technology,292.45,-0.84,21.27,36.99,Neutral,3.71,312.6836,Bearish,★★☆☆☆ →,-10.92,0.0,-6.47,No,Not expected,Not imminent,2.2,Increasing,0.06,-10.92,-5.4659,-0.0155,-5.4503,8.87,11.32,245.0215,343.583,318.9115,294.24,Above VWAP,290.98,Low,,38.0,,-
NVDA,Technology,181.59,-2.69,20.94,42.47,Neutral,4.55,190.5076,Bearish,★★☆☆☆ →,-8.61,0.0,-4.68,No,Not expected,Not imminent,1.9,Increasing,0.05,-8.61,-1.6907,0.531,-2.2217,21.73,27.61,142.7352,209.6888,193.094,176.4991,Above VWAP,182.32,Low,,32.0,,-
SHOP,Technology,137.52,-1.72,20.83,31.2,Neutral,5.83,155.4742,Bearish,★★☆☆☆ →,-14.55,0.0,-11.54,No,Not expected,Not imminent,2.1,Increasing,0.05,-14.55,-6.294,-2.8785,-3.4155,5.67,9.45,118.3122,186.9331,161.5997,136.2664,Above VWAP,138.87,High,,41.0,,-
META,Communication Services,587.22,-2.46,20.37,22.92,Oversold,4.17,645.9676,Bearish,★★☆☆☆ ↑,-6.39,0.0,-9.09,No,Not expected,Not imminent,2.2,Increasing,0.01,-6.39,-26.3572,-24.6264,-1.7309,5.46,5.99,652.1256,777.2319,659.629,542.0261,Balanced metrics,586.14,Low,,30.0,,-
TSLA,Consumer Cyclical,395.82,-3.2,19.44,39.4,Neutral,5.77,429.3192,Bearish,★★☆☆☆ →,-10.9,0.0,-7.8,No,Not expected,Not imminent,1.9,Increasing,0.0,-10.9,-11.2492,-4.3753,-6.8739,22.18,19.3,341.6238,481.0046,438.4735,395.9424,Above VWAP,396.73,High,,37.0,,-
PLTR,Technology,167.88,-1.97,18.86,40.4,Neutral,6.47,181.5438,Bearish,★★☆☆☆ →,-11.99,0.0,-7.53,No,Not expected,Not imminent,2.3,Increasing,0.06,-11.99,-4.169,-1.0689,-3.1001,15.21,17.98,117.8993,206.9694,185.3013,163.6333,Above VWAP,166.75,High,,39.0,,-
AMD,Technology,228.07,-5.18,18.77,46.36,Neutral,6.42,240.4838,Bearish,★★☆☆☆ →,-8.79,0.0,-5.16,No,Not expected,Not imminent,2.0,Increasing,0.05,-8.79,-0.0939,4.0697,-4.1637,32.8,47.88,151.328,269.8282,247.6065,225.3848,Above VWAP,231.45,High,,34.0,,-
SEDG,Technology,34.56,0.83,13.78,44.42,Neutral,12.27,37.7689,Bearish,★★☆☆☆ →,8.6,0.0,-8.51,No,Not expected,Not imminent,2.2,Increasing,0.11,8.6,-0.5233,0.3006,-0.8239,25.85,33.11,22.1723,45.248,37.8468,30.4455,Healthy momentum; Above VWAP,35.78,High,,3.0,,-
CELH,Consumer Defensive,40.61,1.12,11.86,25.57,Oversold,8.92,50.0733,Bearish,★☆☆☆☆ ↑,-31.82,0.0,-18.9,No,Not expected,Not imminent,2.4,Increasing,0.03,-31.82,-4.8237,-3.898,-0.9258,5.62,9.92,38.2964,71.5772,52.942,34.3068,Above VWAP,40.77,High,,44.0,,-
